Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Distance_KM,Delivery State
23.359407,85.325055,23.379407,85.345055,3.02,Jharkhand
22.311603,73.165012,22.351603,73.205012,6.06,Gujarat
23.354422,85.3329,23.364422,85.3429,1.51,Jharkhand
12.297954,76.665169,12.367954,76.735169,10.88,Karnataka
22.725835,75.887648,22.775835,75.937648,7.56,Madhya Pradesh
17.450851,78.379347,17.560851,78.489347,16.9,Telengana
12.975996,80.221898,13.085996,80.331898,17.08,Karnataka
22.75004,75.902847,22.79004,75.942847,6.05,Madhya Pradesh
22.732225,75.874765,22.862225,76.004765,19.66,Madhya Pradesh
26.913987,75.752891,26.983987,75.822891,10.43,Rajasthan
18.530963,73.828972,18.540963,73.838972,1.53,Maharashtra
17.433809,78.386744,17.463809,78.416744,4.61,Telengana
9.979363,76.285001,10.029363,76.335001,7.8,Kerala
22.31279,73.170283,22.39279,73.250283,12.12,Gujarat
22.744648,75.894377,22.824648,75.974377,12.1,Madhya Pradesh
9.979186,76.317361,9.999186,76.337361,3.12,Kerala
19.254567,72.848923,19.294567,72.888923,6.12,Maharashtra
22.514119,88.362504,22.574119,88.422504,9.08,West Bengal
26.849596,75.800512,26.979596,75.930512,19.37,Rajasthan
11.003669,76.976494,11.053669,77.026494,7.79,Tamil Nadu
11.003681,76.975525,11.093681,77.065525,14.02,Tamil Nadu
17.431668,78.408321,17.521668,78.498321,13.83,Telengana
12.352058,76.60665,12.392058,76.64665,6.22,Karnataka
27.160934,78.044095,27.220934,78.104095,8.93,Uttar Pradesh
12.310972,76.659264,12.360972,76.709264,7.77,Karnataka
22.761226,75.887522,22.771226,75.897522,1.51,Madhya Pradesh
12.334022,76.618203,12.384022,76.668203,7.77,Karnataka
30.88722,75.804893,30.99722,75.914893,16.11,Punjab
22.75004,75.902847,22.88004,76.032847,19.66,Madhya Pradesh
11.001753,76.986241,11.011753,76.996241,1.56,Tamil Nadu
12.934365,77.616155,12.974365,77.656155,6.21,Karnataka
23.359194,85.325447,23.469194,85.435447,16.6,Jharkhand
12.334022,76.618203,12.404022,76.688203,10.88,Karnataka
26.913483,75.803139,27.003483,75.893139,13.41,Rajasthan
11.010375,76.95295,11.090375,77.03295,12.46,Tamil Nadu
18.593481,73.785901,18.663481,73.855901,10.72,Maharashtra
22.311603,73.165012,22.421603,73.275012,16.66,Gujarat
26.911927,75.797282,27.021927,75.907282,16.38,Rajasthan
13.005801,80.250744,13.025801,80.270744,3.1,Tamil Nadu
11.003669,76.976494,11.133669,77.106494,20.25,Tamil Nadu
21.160522,72.771477,21.240522,72.851477,12.16,Gujarat
12.325461,76.632278,12.385461,76.692278,9.33,Karnataka
18.592718,73.773572,18.652718,73.833572,9.19,Maharashtra
12.323978,76.627961,12.413978,76.717961,13.99,Karnataka
12.325461,76.632278,12.385461,76.692278,9.33,Karnataka
26.90294,75.793007,26.93294,75.823007,4.47,Rajasthan
17.429585,78.392621,17.489585,78.452621,9.22,Telengana
11.022298,76.998349,11.062298,77.038349,6.23,Tamil Nadu
22.727021,75.884167,22.787021,75.944167,9.08,Madhya Pradesh
15.498603,73.826911,15.628603,73.956911,20.07,Goa
18.536562,73.896485,18.546562,73.906485,1.53,Maharashtra
12.970221,77.645396,13.080221,77.755396,17.08,Karnataka
17.411028,78.329645,17.521028,78.439645,16.9,Telengana
23.333017,85.3172,23.363017,85.3472,4.53,Jharkhand
21.15276,72.778059,21.23276,72.858059,12.16,Gujarat
22.760072,75.892574,22.800072,75.932574,6.05,Madhya Pradesh
18.554382,73.798206,18.684382,73.928206,19.92,Maharashtra
9.991703,76.293136,10.121703,76.423136,20.29,Kerala
19.221315,72.862381,19.351315,72.992381,19.88,Maharashtra
17.431668,78.408321,17.441668,78.418321,1.54,Telengana
23.351489,85.324253,23.441489,85.414253,13.58,Jharkhand
13.044694,80.26147,13.054694,80.27147,1.55,Tamil Nadu
26.911378,75.789034,27.001378,75.879034,13.41,Rajasthan
17.411028,78.329645,17.501028,78.419645,13.83,Telengana
13.081878,80.248519,13.101878,80.268519,3.1,Tamil Nadu
12.979096,77.640625,13.049096,77.710625,10.87,Karnataka
17.41233,78.449654,17.50233,78.539654,13.83,Telengana
11.02091,76.940432,11.07091,76.990432,7.79,Tamil Nadu
18.516216,73.842527,18.606216,73.932527,13.79,Maharashtra
13.086438,80.220672,13.156439,80.290672,10.87,Tamil Nadu
18.533811,73.899315,18.623811,73.989315,13.79,Maharashtra
12.316967,76.603067,12.366967,76.653067,7.77,Karnataka
18.546258,73.904337,18.596258,73.954337,7.66,Maharashtra
26.471529,80.313458,26.521529,80.363458,7.46,Uttar Pradesh
26.473698,80.352677,26.503698,80.382677,4.48,Uttar Pradesh
12.352058,76.60665,12.402058,76.65665,7.77,Karnataka
12.933298,77.614293,12.973298,77.654293,6.21,Karnataka
11.003008,76.97544,11.023008,76.99544,3.12,Tamil Nadu
30.362686,78.06889,30.442686,78.14889,11.75,Uttarakhand
11.026117,76.944652,11.056117,76.974652,4.67,Tamil Nadu
17.483216,78.552111,17.513216,78.582111,4.61,Telengana
22.761226,75.887522,22.871226,75.997522,16.63,Madhya Pradesh
21.157735,72.768778,21.167735,72.778778,1.52,Gujarat
12.975996,80.221898,12.995996,80.241898,3.11,Karnataka
11.022477,76.995667,11.032477,77.005667,1.56,Tamil Nadu
26.913726,75.75282,27.003726,75.842821,13.41,Rajasthan
22.727021,75.884167,22.817021,75.974167,13.61,Madhya Pradesh
30.899992,75.831338,30.929992,75.861338,4.4,Punjab
22.727021,75.884167,22.797021,75.954167,10.59,Madhya Pradesh
17.431477,78.40035,17.491477,78.46035,9.22,Telengana
11.001753,76.986241,11.011753,76.996241,1.56,Tamil Nadu
18.592718,73.773572,18.602718,73.783572,1.53,Maharashtra
12.978453,77.643685,13.088453,77.753685,17.08,Karnataka
26.47,80.35,26.5,80.38,4.48,Uttar Pradesh
18.53408,73.89852,18.55408,73.91852,3.06,Maharashtra
12.311072,76.654878,12.361072,76.704878,7.77,Karnataka
15.506205,73.766668,15.546205,73.806668,6.18,Goa
23.353783,85.326967,23.413783,85.386967,9.06,Jharkhand
21.160522,72.771477,21.230522,72.841477,10.64,Gujarat
17.426228,78.407495,17.506228,78.487495,12.29,Telengana
22.751234,75.88949,22.791234,75.92949,6.05,Madhya Pradesh
12.304569,76.643622,12.334569,76.673622,4.66,Karnataka
21.173493,72.801953,21.283493,72.911953,16.72,Gujarat
13.027018,80.254791,13.137018,80.364791,17.07,Tamil Nadu
12.913041,77.683237,12.943041,77.713237,4.66,Karnataka
21.186438,72.794115,21.196438,72.804115,1.52,Gujarat
18.593481,73.785901,18.683481,73.875901,13.79,Maharashtra
23.359407,85.325055,23.439407,85.405055,12.07,Jharkhand
11.021278,76.995017,11.081278,77.055017,9.35,Tamil Nadu
21.183434,72.814492,21.193434,72.824492,1.52,Gujarat
23.232537,77.429845,23.252537,77.449845,3.02,Madhya Pradesh
30.328174,78.049117,30.348174,78.069117,2.94,Uttarakhand
21.149569,72.772697,21.219569,72.842697,10.64,Gujarat
21.149569,72.772697,21.209569,72.832697,9.12,Gujarat
11.006686,76.951736,11.066686,77.011736,9.35,Tamil Nadu
21.185047,72.80859,21.195047,72.81859,1.52,Gujarat
13.081878,80.248519,13.111878,80.278519,4.66,Tamil Nadu
18.543626,73.905101,18.633626,73.995101,13.79,Maharashtra
17.426228,78.407495,17.496228,78.477495,10.76,Telengana
17.455894,78.375467,17.465894,78.385467,1.54,Telengana
12.914264,77.6784,13.024264,77.7884,17.08,Karnataka
26.913483,75.803139,27.053483,75.943139,20.85,Rajasthan
21.15276,72.778059,21.18276,72.808059,4.56,Gujarat
11.022298,76.998349,11.132298,77.108349,17.14,Tamil Nadu
21.149669,72.772629,21.209669,72.832629,9.12,Gujarat
18.636215,73.751081,18.696215,73.811081,9.19,Maharashtra
22.310526,73.170937,22.370526,73.230937,9.09,Gujarat
22.751857,75.866699,22.791857,75.906699,6.05,Madhya Pradesh
17.431668,78.408321,17.511668,78.488321,12.29,Telengana
10.027014,76.308053,10.047014,76.328053,3.12,Kerala
17.431668,78.408321,17.561668,78.538321,19.98,Telengana
12.972532,77.608179,13.032532,77.668179,9.32,Karnataka
19.120083,72.907385,19.170083,72.957385,7.65,Maharashtra
12.337928,76.617889,12.407928,76.687889,10.88,Karnataka
13.022394,80.242439,13.092394,80.312439,10.87,Tamil Nadu
26.90519,75.810753,26.99519,75.900753,13.41,Rajasthan
19.131141,72.813074,19.21114,72.893074,12.24,Maharashtra
26.914142,75.805704,26.994142,75.885704,11.92,Rajasthan
13.054347,80.257221,13.164347,80.367221,17.07,Tamil Nadu
22.761226,75.887522,22.891226,76.017522,19.66,Madhya Pradesh
19.121999,72.908493,19.211999,72.998493,13.77,Maharashtra
18.592718,73.773572,18.722718,73.903572,19.91,Maharashtra
26.88842,75.800689,26.97842,75.890689,13.41,Rajasthan
23.355164,85.324097,23.465164,85.434097,16.6,Jharkhand
13.086438,80.220672,13.126439,80.260672,6.21,Tamil Nadu
21.17106,72.789292,21.18106,72.799292,1.52,Gujarat
22.695207,75.866059,22.805207,75.976059,16.64,Madhya Pradesh
26.913483,75.803139,27.023483,75.913139,16.38,Rajasthan
23.333017,85.3172,23.383017,85.3672,7.55,Jharkhand
22.526461,88.364453,22.616461,88.454453,13.62,West Bengal
30.346994,78.062543,30.356994,78.072543,1.47,Uttarakhand
26.902908,75.792934,26.942908,75.832934,5.96,Rajasthan
11.010375,76.95295,11.070375,77.01295,9.35,Tamil Nadu
18.520016,73.830547,18.530016,73.840547,1.53,Maharashtra
23.354422,85.3329,23.434422,85.4129,12.07,Jharkhand
12.981615,80.231598,12.991615,80.241598,1.55,Karnataka
11.022298,76.998349,11.052298,77.028349,4.67,Tamil Nadu
12.284747,76.625861,12.354747,76.695861,10.88,Karnataka
12.978453,77.643685,13.018453,77.683685,6.21,Karnataka
21.17106,72.789292,21.25106,72.869292,12.16,Gujarat
17.483216,78.552111,17.573216,78.642111,13.83,Telengana
18.55144,73.804855,18.64144,73.894855,13.79,Maharashtra
17.440827,78.393391,17.510827,78.463391,10.76,Telengana
18.592718,73.773572,18.662718,73.843572,10.72,Maharashtra
11.003008,76.97544,11.033008,77.00544,4.67,Tamil Nadu
18.563934,73.915367,18.673935,74.025367,16.85,Maharashtra
12.979166,77.640709,13.069166,77.730709,13.97,Karnataka
19.22384,72.841347,19.26384,72.881347,6.12,Maharashtra
23.359407,85.325055,23.379407,85.345055,3.02,Jharkhand
22.651847,75.881991,22.741847,75.971991,13.62,Madhya Pradesh
13.026279,80.174568,13.116279,80.264568,13.97,Tamil Nadu
19.12663,72.829976,19.16663,72.869976,6.12,Maharashtra
11.022477,76.995667,11.062477,77.035667,6.23,Tamil Nadu
13.049645,80.242268,13.139645,80.332268,13.97,Tamil Nadu
25.449872,81.836167,25.479872,81.866167,4.49,Uttar Pradesh
26.481547,80.299775,26.531547,80.349775,7.46,Uttar Pradesh
18.546258,73.904337,18.616258,73.974337,10.72,Maharashtra
26.766536,75.837333,26.856536,75.927333,13.41,Rajasthan
22.53796,88.349843,22.57796,88.389843,6.05,West Bengal
22.552672,88.352885,22.562672,88.362885,1.51,West Bengal
12.981615,80.231598,13.071615,80.321598,13.97,Karnataka
26.849596,75.800512,26.929596,75.880512,11.92,Rajasthan
22.75004,75.902847,22.79004,75.942847,6.05,Madhya Pradesh
30.328174,78.049117,30.358174,78.079117,4.41,Uttarakhand
9.988483,76.295211,10.008483,76.315211,3.12,Kerala
12.972161,77.596014,13.022161,77.646014,7.76,Karnataka
25.451517,81.832616,25.541517,81.922616,13.48,Uttar Pradesh
12.979096,77.640625,13.109096,77.770625,20.18,Karnataka
23.351058,85.325731,23.361058,85.335731,1.51,Jharkhand
13.022394,80.242439,13.042394,80.262439,3.1,Tamil Nadu
27.160832,78.011608,27.200832,78.051608,5.95,Uttar Pradesh
26.892312,75.806896,26.982312,75.896896,13.41,Rajasthan
12.352058,76.60665,12.442058,76.69665,13.99,Karnataka
17.426228,78.407495,17.536228,78.517495,16.9,Telengana
17.430448,78.418213,17.460448,78.448213,4.61,Telengana
21.157735,72.768778,21.227735,72.838778,10.64,Gujarat
19.091458,72.827808,19.121458,72.857808,4.59,Maharashtra
11.001753,76.986241,11.091753,77.076241,14.02,Tamil Nadu
19.221315,72.862381,19.241315,72.882381,3.06,Maharashtra
17.433809,78.386744,17.453809,78.406744,3.07,Telengana
9.985697,76.281128,10.115697,76.411128,20.29,Kerala
19.120083,72.907385,19.250083,73.037385,19.88,Maharashtra
27.161694,78.034714,27.231694,78.104714,10.42,Uttar Pradesh
12.933298,77.614293,12.993298,77.674293,9.32,Karnataka
23.359194,85.325447,23.389194,85.355447,4.53,Jharkhand
27.159795,78.04299,27.249795,78.13299,13.39,Uttar Pradesh
18.546258,73.904337,18.656258,74.014337,16.85,Maharashtra
18.533811,73.899315,18.553811,73.919315,3.06,Maharashtra
18.546947,73.900626,18.586947,73.940626,6.13,Maharashtra
11.025083,77.015393,11.095083,77.085393,10.91,Tamil Nadu
22.577821,88.400581,22.627821,88.450581,7.57,West Bengal
13.081878,80.248519,13.171878,80.338519,13.97,Tamil Nadu
22.308096,73.167753,22.338096,73.197753,4.54,Gujarat
26.913987,75.752891,27.003987,75.842891,13.41,Rajasthan
30.892978,75.821847,31.032978,75.961847,20.51,Punjab
25.459775,81.834841,25.519775,81.894841,8.99,Uttar Pradesh
12.975996,80.221898,13.015996,80.261898,6.21,Karnataka
11.022169,76.999594,11.042169,77.019594,3.12,Tamil Nadu
26.471529,80.313458,26.511529,80.353458,5.97,Uttar Pradesh
13.091809,80.219104,13.151809,80.279104,9.31,Tamil Nadu
19.120083,72.907385,19.130083,72.917385,1.53,Maharashtra
22.651847,75.881991,22.731847,75.961991,12.1,Madhya Pradesh
13.045479,80.23311,13.175479,80.36311,20.18,Tamil Nadu
22.310237,73.158921,22.400237,73.248921,13.63,Gujarat
19.176269,72.836721,19.196269,72.856721,3.06,Maharashtra
11.008638,76.984311,11.068638,77.044311,9.35,Tamil Nadu
26.473698,80.352677,26.493698,80.372677,2.98,Uttar Pradesh
26.911927,75.797282,27.051927,75.937282,20.85,Rajasthan
19.120083,72.907385,19.180083,72.967385,9.18,Maharashtra
9.985697,76.281128,10.075697,76.371128,14.05,Kerala
18.563934,73.915367,18.613934,73.965367,7.66,Maharashtra
21.186608,72.794136,21.226608,72.834136,6.08,Gujarat
9.970717,76.285447,10.060717,76.375447,14.05,Kerala
12.970221,77.645396,13.100221,77.775396,20.18,Karnataka
18.56245,73.916619,18.59245,73.946619,4.6,Maharashtra
12.914264,77.6784,12.944264,77.7084,4.66,Karnataka
11.016298,76.972076,11.096298,77.052076,12.46,Tamil Nadu
23.234631,77.401663,23.284631,77.451663,7.55,Madhya Pradesh
19.22384,72.841347,19.25384,72.871347,4.59,Maharashtra
10.994136,76.963303,11.044136,77.013303,7.79,Tamil Nadu
22.745536,75.893106,22.815536,75.963106,10.59,Madhya Pradesh
22.553227,88.353273,22.623227,88.423273,10.59,West Bengal
19.055831,72.833984,19.165831,72.943984,16.83,Maharashtra
13.026279,80.174568,13.116279,80.264568,13.97,Tamil Nadu
23.39925,85.390464,23.52925,85.520464,19.62,Jharkhand
19.121999,72.908493,19.211999,72.998493,13.77,Maharashtra
13.054347,80.257221,13.084347,80.287221,4.66,Tamil Nadu
19.121999,72.908493,19.171999,72.958493,7.65,Maharashtra
17.428294,78.404423,17.518294,78.494423,13.83,Telengana
22.744648,75.894377,22.764648,75.914377,3.03,Madhya Pradesh
18.569156,73.774723,18.619156,73.824723,7.66,Maharashtra
18.994049,72.825203,19.084049,72.915203,13.77,Maharashtra
12.934365,77.616155,12.984365,77.666155,7.76,Karnataka
19.1813,72.836191,19.2213,72.876191,6.12,Maharashtra
12.334022,76.618203,12.354022,76.638203,3.11,Karnataka
12.325461,76.632278,12.375461,76.682278,7.77,Karnataka
18.636215,73.751081,18.666215,73.781081,4.6,Maharashtra
22.307898,73.167788,22.377898,73.237788,10.6,Gujarat
30.885814,75.786976,30.975814,75.876976,13.18,Punjab
18.554382,73.798206,18.634382,73.878206,12.26,Maharashtra
26.911378,75.789034,26.921378,75.799034,1.49,Rajasthan
22.74806,75.8934,22.81806,75.9634,10.59,Madhya Pradesh
21.175975,72.795503,21.225975,72.845503,7.6,Gujarat
26.482419,80.320939,26.532419,80.370939,7.46,Uttar Pradesh
18.554382,73.798206,18.584382,73.828206,4.6,Maharashtra
23.264015,77.408236,23.354015,77.498236,13.59,Madhya Pradesh
12.934179,77.615797,13.024179,77.705797,13.97,Karnataka
22.74806,75.8934,22.79806,75.9434,7.56,Madhya Pradesh
17.455894,78.375467,17.485894,78.405467,4.61,Telengana
25.459775,81.834841,25.589775,81.964841,19.47,Uttar Pradesh
19.254567,72.848923,19.294567,72.888923,6.12,Maharashtra
26.492106,80.327797,26.542106,80.377797,7.46,Uttar Pradesh
9.988483,76.295211,10.038483,76.345211,7.8,Kerala
17.455894,78.375467,17.525894,78.445467,10.76,Telengana
11.000762,76.981876,11.090762,77.071876,14.02,Tamil Nadu
18.530963,73.828972,18.580963,73.878972,7.66,Maharashtra
12.979096,77.640625,13.039096,77.700625,9.31,Karnataka
17.438263,78.397865,17.468263,78.427865,4.61,Telengana
23.374989,85.335486,23.444989,85.405486,10.56,Jharkhand
17.411028,78.329645,17.431028,78.349645,3.07,Telengana
12.352058,76.60665,12.412058,76.66665,9.33,Karnataka
26.902908,75.792934,26.922908,75.812934,2.98,Rajasthan
22.744648,75.894377,22.754648,75.904377,1.51,Madhya Pradesh
22.744648,75.894377,22.804648,75.954377,9.07,Madhya Pradesh
23.211529,77.419399,23.281529,77.489399,10.57,Madhya Pradesh
11.024839,77.007003,11.054839,77.037003,4.67,Tamil Nadu
25.450329,81.834279,25.590329,81.974279,20.97,Uttar Pradesh
22.751857,75.866699,22.861857,75.976699,16.64,Madhya Pradesh
22.725748,75.898497,22.855747,76.028497,19.66,Madhya Pradesh
26.90294,75.793007,26.93294,75.823007,4.47,Rajasthan
26.913726,75.75282,27.003726,75.842821,13.41,Rajasthan
19.12663,72.829976,19.21663,72.919976,13.77,Maharashtra
21.15276,72.778059,21.24276,72.868059,13.68,Gujarat
23.214294,77.435361,23.264294,77.485361,7.55,Madhya Pradesh
10.994136,76.963303,11.024136,76.993303,4.67,Tamil Nadu
13.045479,80.23311,13.155479,80.34311,17.07,Tamil Nadu
12.352058,76.60665,12.432058,76.68665,12.43,Karnataka
30.902872,75.826808,30.912872,75.836808,1.47,Punjab
22.753839,75.897429,22.763838,75.907429,1.51,Madhya Pradesh
25.457116,81.859682,25.597116,81.999682,20.97,Uttar Pradesh
18.994237,72.825553,19.024237,72.855553,4.59,Maharashtra
22.310526,73.170937,22.320526,73.180937,1.51,Gujarat
23.232537,77.429845,23.272537,77.469845,6.04,Madhya Pradesh
23.39925,85.390464,23.50925,85.500464,16.6,Jharkhand
18.592718,73.773572,18.642718,73.823572,7.66,Maharashtra
19.176269,72.836721,19.216269,72.876721,6.12,Maharashtra
12.972532,77.608179,13.102532,77.738179,20.18,Karnataka
23.333017,85.3172,23.373017,85.3572,6.04,Jharkhand
13.027018,80.254791,13.097018,80.324791,10.87,Tamil Nadu
26.849596,75.800512,26.889596,75.840512,5.96,Rajasthan
26.472001,80.354002,26.612001,80.494002,20.89,Uttar Pradesh
19.22384,72.841347,19.29384,72.911347,10.7,Maharashtra
26.913726,75.75282,27.023726,75.86282,16.38,Rajasthan
13.029198,77.570997,13.059198,77.600997,4.66,Karnataka
23.374878,85.335739,23.434878,85.395739,9.06,Jharkhand
13.044694,80.26147,13.154694,80.37147,17.07,Tamil Nadu
23.374989,85.335486,23.414989,85.375486,6.04,Jharkhand
17.440827,78.393391,17.480827,78.433391,6.15,Telengana
12.970221,77.645396,13.050221,77.725396,12.42,Karnataka
18.543626,73.905101,18.553626,73.915101,1.53,Maharashtra
21.173343,72.792731,21.193343,72.812731,3.04,Gujarat
19.254567,72.848923,19.364567,72.958923,16.82,Maharashtra
19.879631,75.323403,19.959631,75.403403,12.21,Maharashtra
12.934179,77.615797,12.984179,77.665797,7.76,Karnataka
22.310329,73.169083,22.320329,73.179083,1.51,Gujarat
22.753839,75.897429,22.843839,75.987429,13.61,Madhya Pradesh
23.351489,85.324253,23.481489,85.454253,19.62,Jharkhand
18.636215,73.751081,18.696215,73.811081,9.19,Maharashtra
13.005801,80.250744,13.025801,80.270744,3.1,Tamil Nadu
12.323994,76.626167,12.453994,76.756167,20.21,Karnataka
13.027018,80.254791,13.067018,80.294791,6.21,Tamil Nadu
17.458998,78.500366,17.568998,78.610366,16.9,Telengana
18.53408,73.89852,18.62408,73.98852,13.79,Maharashtra
18.593481,73.785901,18.663481,73.855901,10.72,Maharashtra
12.970221,77.645396,13.030221,77.705396,9.32,Karnataka
21.149669,72.772629,21.239669,72.862629,13.68,Gujarat
22.514688,88.393294,22.564688,88.443294,7.57,West Bengal
12.323225,76.630028,12.373225,76.680028,7.77,Karnataka
23.416792,85.316842,23.506792,85.406842,13.58,Jharkhand
10.994136,76.963303,11.074136,77.043303,12.46,Tamil Nadu
11.022298,76.998349,11.082298,77.058349,9.35,Tamil Nadu
18.546947,73.900626,18.576947,73.930626,4.6,Maharashtra
18.539299,73.897902,18.599299,73.957902,9.19,Maharashtra
26.846156,75.8023,26.896156,75.8523,7.45,Rajasthan
26.891191,75.802083,26.971191,75.882083,11.92,Rajasthan
22.32,73.17,22.41,73.26,13.63,Gujarat
25.450329,81.834279,25.460329,81.844279,1.5,Uttar Pradesh
17.431477,78.40035,17.561477,78.53035,19.98,Telengana
12.326356,76.619103,12.416356,76.709103,13.99,Karnataka
12.979166,77.640709,13.039166,77.700709,9.31,Karnataka
21.175975,72.795503,21.285975,72.905503,16.72,Gujarat
15.303897,73.914336,15.333897,73.944336,4.63,Goa
13.081878,80.248519,13.171878,80.338519,13.97,Tamil Nadu
11.025083,77.015393,11.045083,77.035393,3.12,Tamil Nadu
18.927584,72.832585,18.987584,72.892585,9.18,Maharashtra
11.024839,77.007003,11.114839,77.097003,14.02,Tamil Nadu
18.53408,73.89852,18.64408,74.00852,16.85,Maharashtra
18.927584,72.832585,19.057584,72.962585,19.89,Maharashtra
23.359407,85.325055,23.389407,85.355055,4.53,Jharkhand
22.310329,73.169083,22.440329,73.299083,19.69,Gujarat
18.592718,73.773572,18.672718,73.853572,12.26,Maharashtra
12.337978,76.616792,12.367978,76.646792,4.66,Karnataka
21.173493,72.801953,21.263493,72.891953,13.68,Gujarat
18.546947,73.900626,18.676947,74.030626,19.92,Maharashtra
22.651847,75.881991,22.711847,75.941991,9.08,Madhya Pradesh
26.471617,80.313564,26.551617,80.393564,11.94,Uttar Pradesh
27.159795,78.04299,27.169795,78.05299,1.49,Uttar Pradesh
22.753839,75.897429,22.823839,75.967429,10.59,Madhya Pradesh
12.906229,77.596791,12.946229,77.636791,6.21,Karnataka
19.065838,72.832658,19.125838,72.892658,9.18,Maharashtra
18.546947,73.900626,18.576947,73.930626,4.6,Maharashtra
23.333017,85.3172,23.403017,85.3872,10.57,Jharkhand
9.957144,76.296783,10.067144,76.406783,17.17,Kerala
30.332735,78.054222,30.422735,78.144222,13.22,Uttarakhand
22.310526,73.170937,22.330526,73.190937,3.03,Gujarat
12.311072,76.654878,12.361072,76.704878,7.77,Karnataka
18.546947,73.900626,18.596947,73.950626,7.66,Maharashtra
22.744648,75.894377,22.814648,75.964377,10.59,Madhya Pradesh
26.902328,75.794257,26.912328,75.804257,1.49,Rajasthan
12.933298,77.614293,12.953298,77.634293,3.11,Karnataka
26.910262,75.783013,26.940262,75.813013,4.47,Rajasthan
21.186438,72.794115,21.196438,72.804115,1.52,Gujarat
18.530963,73.828972,18.560963,73.858972,4.6,Maharashtra
21.186438,72.794115,21.216438,72.824115,4.56,Gujarat
22.753839,75.897429,22.833838,75.977429,12.1,Madhya Pradesh
12.323225,76.630028,12.413225,76.720028,13.99,Karnataka
10.96185,76.971082,11.00185,77.011082,6.23,Tamil Nadu
12.337978,76.616792,12.417978,76.696792,12.43,Karnataka
10.020683,76.310631,10.080683,76.370631,9.36,Kerala
12.935662,77.61413,12.975662,77.65413,6.21,Karnataka
18.554382,73.798206,18.594382,73.838206,6.13,Maharashtra
11.02091,76.940432,11.06091,76.980432,6.23,Tamil Nadu
27.165108,78.015053,27.235108,78.085053,10.42,Uttar Pradesh
18.543626,73.905101,18.653626,74.015101,16.85,Maharashtra
17.440827,78.393391,17.530827,78.483391,13.83,Telengana
22.310329,73.169083,22.340329,73.199083,4.54,Gujarat
22.761226,75.887522,22.771226,75.897522,1.51,Madhya Pradesh
19.121999,72.908493,19.211999,72.998493,13.77,Maharashtra
12.981615,80.231598,13.051615,80.301598,10.87,Karnataka
18.536562,73.896485,18.606562,73.966485,10.72,Maharashtra
22.307898,73.167788,22.317898,73.177788,1.51,Gujarat
22.75004,75.902847,22.81004,75.962847,9.07,Madhya Pradesh
13.086438,80.220672,13.196438,80.330672,17.07,Tamil Nadu
26.482581,80.315628,26.562581,80.395628,11.94,Uttar Pradesh
12.935662,77.61413,13.005662,77.68413,10.87,Karnataka
11.024839,77.007003,11.154839,77.137003,20.25,Tamil Nadu
12.972532,77.608179,12.982532,77.618179,1.55,Karnataka
18.592718,73.773572,18.642718,73.823572,7.66,Maharashtra
17.428294,78.404423,17.468294,78.444423,6.15,Telengana
13.045479,80.23311,13.115479,80.30311,10.87,Tamil Nadu
18.530963,73.828972,18.570963,73.868972,6.13,Maharashtra
12.970221,77.645396,13.100221,77.775396,20.18,Karnataka
12.975996,80.221898,12.995996,80.241898,3.11,Karnataka
19.055831,72.833984,19.105831,72.883984,7.65,Maharashtra
19.103249,72.846749,19.233249,72.976749,19.88,Maharashtra
21.185047,72.80859,21.235047,72.85859,7.6,Gujarat
13.045479,80.23311,13.055479,80.24311,1.55,Tamil Nadu
11.016298,76.972076,11.026298,76.982076,1.56,Tamil Nadu
17.431477,78.40035,17.541477,78.51035,16.9,Telengana
22.74806,75.8934,22.82806,75.9734,12.1,Madhya Pradesh
30.899992,75.831338,31.039992,75.971338,20.51,Punjab
26.849596,75.800512,26.939596,75.890512,13.41,Rajasthan
11.001753,76.986241,11.011753,76.996241,1.56,Tamil Nadu
22.727021,75.884167,22.817021,75.974167,13.61,Madhya Pradesh
13.044694,80.26147,13.124694,80.34147,12.42,Tamil Nadu
19.091458,72.827808,19.181458,72.917808,13.77,Maharashtra
23.211529,77.419399,23.221529,77.429399,1.51,Madhya Pradesh
12.972532,77.608179,13.012532,77.648179,6.21,Karnataka
13.064181,80.236442,13.194181,80.366442,20.18,Tamil Nadu
30.328174,78.049117,30.418174,78.139117,13.22,Uttarakhand
11.003681,76.975525,11.073681,77.045525,10.91,Tamil Nadu
21.170798,72.790489,21.190798,72.810489,3.04,Gujarat
26.47775,80.351569,26.51775,80.391569,5.97,Uttar Pradesh
19.003517,72.82765,19.073517,72.89765,10.71,Maharashtra
25.45235,81.841889,25.51235,81.901889,8.99,Uttar Pradesh
11.022169,76.999594,11.062169,77.039594,6.23,Tamil Nadu
22.311844,73.165081,22.361844,73.215081,7.57,Gujarat
30.361281,78.068022,30.391281,78.098022,4.41,Uttarakhand
11.003008,76.97544,11.063009,77.03544,9.35,Tamil Nadu
21.149834,72.778666,21.199834,72.828666,7.6,Gujarat
12.933298,77.614293,12.993298,77.674293,9.32,Karnataka
12.323225,76.630028,12.363225,76.670028,6.22,Karnataka
17.41233,78.449654,17.45233,78.489654,6.15,Telengana
21.175104,72.804342,21.265104,72.894342,13.68,Gujarat
10.994136,76.963303,11.024136,76.993303,4.67,Tamil Nadu
26.846156,75.8023,26.936156,75.8923,13.41,Rajasthan
